,company,loc_country,rating
2432,Valrhona,France,3.75
2433,Valrhona,France,2.5
2435,Valrhona,France,3.5
2438,Valrhona,France,4.0
2439,Valrhona,France,1.5
2441,Valrhona,France,2.75
2442,Valrhona,France,3.25
2453,Vanleer (Barry Callebaut),U.S.A.,2.5
2454,Vanleer (Barry Callebaut),U.S.A.,2.75
2455,Vao Vao (Chocolaterie Robert),Madagascar,2.75
2458,Vao Vao (Chocolaterie Robert),Madagascar,3.0
2460,Vao Vao (Chocolaterie Robert),Madagascar,3.25
2461,Vesta,U.S.A.,3.5
2462,Vicuna,U.S.A.,3.25
2464,Vicuna,U.S.A.,2.75
2465,Vicuna,U.S.A.,3.0
2467,Videri,U.S.A.,3.25
2468,Videri,U.S.A.,3.75
2470,Videri,U.S.A.,3.5
2472,Videri,U.S.A.,2.75
2473,Videri,U.S.A.,3.0
2476,Vietcacao (A. Morin),France,3.5
2477,Vintage Plantations,U.S.A.,3.0
2478,Vintage Plantations (Tulicorp),U.S.A.,2.0
2480,Vintage Plantations (Tulicorp),U.S.A.,3.0
2482,Violet Sky,U.S.A.,2.75
2483,Violet Sky,U.S.A.,3.0
2485,Violet Sky,U.S.A.,3.25
2487,Vivra,U.S.A.,2.5
2489,Vivra,U.S.A.,3.0
2492,Wellington Chocolate Factory,New Zealand,3.5
2494,Wellington Chocolate Factory,New Zealand,3.0
2495,White Label aka Mutari,U.S.A.,3.0
2497,White Label aka Mutari,U.S.A.,3.75
2499,White Label aka Mutari,U.S.A.,3.5
2501,White Label aka Mutari,U.S.A.,4.0
2505,Whittakers,New Zealand,2.5
2506,Wilkie's Organic,Ireland,2.5
2507,Wilkie's Organic,Ireland,2.75
2508,Wilkie's Organic,Ireland,3.25
2510,Willie's Cacao,U.K.,3.0
2511,Willie's Cacao,U.K.,3.25
2513,Willie's Cacao,U.K.,3.5
2514,Willie's Cacao,U.K.,3.75
2515,Willie's Cacao,U.K.,2.25
2517,Willie's Cacao,U.K.,4.0
2518,Wm,U.S.A.,3.0
2519,Wm,U.S.A.,3.5
2520,Wm,U.S.A.,3.75
2522,Wm,U.S.A.,3.25
2524,Woodblock,U.S.A.,4.0
2525,Woodblock,U.S.A.,3.5
2526,Woodblock,U.S.A.,2.5
2527,Woodblock,U.S.A.,3.0
2528,Woodblock,U.S.A.,3.25
2533,Xocolat,Dominican Republic,3.0
2534,Xocolatisimo,El Salvador,2.75
2535,Xocolatisimo,El Salvador,3.25
2536,Xocolatisimo,El Salvador,3.0
2537,Xocolatl,U.S.A.,3.5
2538,Xocolatl,U.S.A.,3.25
2540,Xocolla,U.S.A.,2.5
2541,Xocolla,U.S.A.,2.75
2542,Zac Squared,U.S.A.,3.25
2543,Zac Squared,U.S.A.,3.5
2545,Zacharias,U.S.A.,3.0
2546,Zak's,U.S.A.,3.0
2547,Zak's,U.S.A.,3.25
2550,Zak's,U.S.A.,3.5
2552,Zart Pralinen,Austria,3.5
2553,Zart Pralinen,Austria,2.75
2555,Zart Pralinen,Austria,3.0
2558,Zokoko,Australia,3.5
2560,Zokoko,Australia,3.75
2562,Zokoko,Australia,3.25
2563,Zoto (Chocolatoa),Belgium,3.0
2564,Zoto (Chocolatoa),Belgium,3.75
2565,Zoto (Chocolatoa),Belgium,3.25
2567,Zotter,Austria,3.0
2568,Zotter,Austria,3.75
2570,Zotter,Austria,3.5
2571,Zotter,Austria,3.25
2583,Zotter,Austria,2.75
