,review_date,rating,ingredients,characteristics
903,2018,3.5,"3- B,S,C",prominent plum note
904,2021,3.0,"3- B,S,C","sandy, basic cocoa, sweet"
905,2019,3.0,"3- B,S,C",dominated by heavy roast
906,2010,2.75,"2- B,S","perfume, floral, vanilla"
907,2016,3.0,"2- B,S","roasty, spicy, nutty"
908,2016,2.5,"2- B,S","fatty, sandy, nutty, off notes"
909,2016,2.75,"2- B,S","metallic, off notes, powdery"
910,2006,3.0,"5- B,S,C,V,L","basic cocoa, short length"
911,2006,3.0,"5- B,S,C,V,L","creamy, floral, complex"
912,2006,3.5,"5- B,S,C,V,L","fatty, rich, spice, nutty"
913,2006,4.0,"5- B,S,C,V,L","complex, raspberry, cocoa"
914,2006,2.0,"5- B,S,C,V,L","malitol, cocoa"
915,2006,3.0,"5- B,S,C,V,L","creamy, roasty, cocoa"
916,2010,3.5,"5- B,S,C,V,L","spicey, marshmallow"
917,2014,2.25,"3- B,S,C","intense, molasses, sweet"
918,2014,3.0,"3- B,S,C","molasses, licorice, bitter"
919,2014,3.25,"3- B,S,C","sandy, sweet, mild fruit"
920,2014,2.5,"3- B,S,C","intense, molasses, bitter"
921,2020,2.75,"3- B,S,C","off, hammy, roasty"
922,2020,3.0,"3- B,S,C","banana, bland, sour, off"
923,2020,2.75,"3- B,S,C","nutty, melon, vinegar"
924,2020,3.25,"3- B,S,C","fruit, cocoa, fatty"
925,2019,3.5,"4- B,S,C,L","caramel, acidic, creamy"
926,2019,3.25,"4- B,S,C,L","creamy, honey, mild hammy"
927,2019,3.5,"4- B,S,C,L","plums, cocoa"
928,2019,3.75,"4- B,S,C,L","cherry, cocoa, creamy"
929,2018,3.5,"2- B,S","roasty, simple"
930,2018,2.75,"2- B,S","hammy, dried fruit"
931,2018,2.75,"2- B,S","hammy, large grits"
932,2018,3.0,"2- B,S","high acidity, bitter, nutty"
933,2018,3.0,"3- B,S,C","molasses, sour notes"
934,2018,3.5,"3- B,S,C","muted, mild sweet cocoa"
935,2018,3.5,"3- B,S,C","fruit, spicy mild molasses"
936,2014,2.75,"3- B,S*,C","coconut, true to sugar bar"
937,2016,2.75,"6- B,S,C,V,L,Sa","strong vanilla, earthy, nutty"
938,2016,2.75,"6- B,S,C,V,L,Sa","vanilla, dried fruit, nuts"
939,2016,2.75,"2- B,S","gummy, bland, sour"
940,2016,3.5,"2- B,S","sticky, floral"
941,2016,3.75,"2- B,S","gummy, sandy, complex"
942,2018,3.0,"2- B,S","nuts, sour milk"
943,2018,3.0,"2- B,S","sandy, powdery, late sour"
944,2018,3.25,"2- B,S","sandy, dried fruit, roasty"
945,2018,3.5,"2- B,S","roasty, hazelnut, cocoa"
946,2018,2.75,"2- B,S","coffee, acidic, astringent"
947,2019,3.0,"2- B,S","sticky, dried sour fruit, roasty"
948,2019,3.5,"2- B,S","roasted nuts, citrus, creamy"
949,2021,3.5,"2- B,S","dried fruit (fig), black licorice"
950,2021,3.5,"2- B,S","dairy, cocoa, mild sour"
951,2019,3.0,"2- B,S","off, tropical, vegetal, rubbery"
952,2019,3.25,"2- B,S","nutty, bland, late sour"
953,2019,3.0,"2- B,S","honey, mild floral, mild off"
954,2019,3.0,"2- B,S","fruit, smokey, mocha"
955,2019,3.0,"2- B,S","dirty, roasty, acidic"
956,2019,3.75,"2- B,S","floral, orange, cocoa"
957,2019,3.75,"2- B,S","fig, mild anise"
958,2012,3.75,"3- B,S,C","nutty, dried fruit"
959,2012,3.5,"3- B,S,C","grits, hazelnut, rum"
960,2014,3.5,"3- B,S,C","intense, tobacco, nuts"
961,2014,3.75,"3- B,S,C","caramel, dairy"
962,2018,2.5,"4- B,S,C,L","large grits, sweet"
963,2018,3.0,"3- B,S,C",large grits
964,2018,3.25,"3- B,S,C","dried fruit, large grits"
965,2018,3.5,"2- B,S",nutty
966,2018,3.0,"2- B,S","sl. dry, gritty, fruity, nuts"
967,2014,3.5,"4- B,S,C,L","coarse, hazelnut, peanut"
968,2014,3.5,"4- B,S,C,L",banana
969,2015,3.5,"4- B,S,C,L","few grits, spicy, cocoa"
970,2015,3.5,"4- B,S,C,L","very coarse, intense, spice"
971,2015,3.0,"4- B,S,C,L","intense, bitter, off notes"
972,2011,3.5,"2- B,S","coarse,perfume,heavy roast"
973,2011,3.5,"2- B,S",choco covered strawberry
974,2012,2.5,"2- B,S","fruit, cough medicine"
975,2012,3.5,"2- B,S*","olive, rum"
976,2012,2.0,"2- B,S*","sandpaper, some fruit, bitter"
977,2013,3.5,"2- B,S","spice, citrus, sweet"
978,2014,3.0,"2- B,S","mild bitter, roasty, red berry"
979,2014,3.25,"2- B,S","sweet, tobacco"
980,2015,3.5,"2- B,S","roasty, grapes, rich brownie"
981,2017,3.5,"2- B,S","slight dry, citrus, grapefruit"
982,2019,3.25,"3- B,S,C","tea, spicy, sweet"
983,2009,2.75,"3- B,S,C","slightly burnt, earthy"
984,2009,3.0,"3- B,S,C","creamy, simple, nutty"
985,2009,3.25,"3- B,S,C","creamy, roasty, tobacco"
986,2009,3.5,"3- B,S,C","complex, mild licorice, spice"
987,2011,2.75,"3- B,S,C","mild bitter, mild cocoa, roasty"
988,2011,3.25,"3- B,S,C","grassy, brownie, astringent"
989,2011,3.5,"3- B,S,C","red berry, some roasty notes"
990,2011,3.5,"3- B,S,C","woody, grassy, long"
991,2011,2.75,"3- B,S,C","woody, red fruit, sour"
992,2011,3.25,"3- B,S,C","spicy, cocoa"
993,2011,3.0,"3- B,S,C","sandy, cocoa, red fruit"
994,2011,3.25,"3- B,S,C","bready, nutty, earthy,intense"
995,2011,4.0,"3- B,S,C","tart, roasted cocoa"
996,2012,3.5,"2- B,S",mild smoke and fruit
997,2012,3.5,"2- B,S","smoke, fruit, sour, hammy"
998,2012,4.0,"3- B,S,C","caramel, nuts, dried fruit"
999,2012,4.0,"2- B,S","tart, red berry, smoke"
1000,2012,3.0,"2- B,S","sandy, smoke, red berry"
1001,2013,3.25,"3- B,S,C",mildly burnt caramel
1002,2013,3.75,"3- B,S,C","blackberries, caramel, roasty"
1003,2013,3.75,"3- B,S,C",cocoa and fresh grapes
1004,2013,4.0,"3- B,S,C",chocolate covered banana
1005,2014,3.0,"3- B,S,C","light color, leathery flavor"
1006,2014,3.5,"3- B,S,C","orange, mellow but flavorful"
1007,2014,3.5,"3- B,S,C","fruity, floral, caramel"
1008,2014,3.5,"3- B,S,C","slow develop, caramel, roasty"
1009,2017,3.5,"3- B,S,C","rich cocoa, mild, fatty"
1010,2017,3.75,"3- B,S,C","long lasting, fruit, spicy"
1011,2017,3.5,"3- B,S,C","rich cocoa, nuts"
1012,2018,3.25,"3- B,S,C","roasty, mild fatty"
1013,2018,3.5,"3- B,S,C","complex, nuts, spice, floral"
1014,2021,3.25,"3- B,S,C","coconut, high astringency"
1015,2021,3.5,"3- B,S,C","fudgey, spicey, nutty"
1016,2021,3.5,"3- B,S,C","oily, black licorice, spicey"
1017,2021,3.75,"3- B,S,C","rich chocolate, late spice notes"
1018,2021,4.0,"3- B,S,C","robust cocoa, dried cranberry"
1019,2021,3.5,"3- B,S,C","raspberry, mild sour, cocoa"
1020,2021,3.0,"3- B,S,C","licorice, caramel, floral, dirty"
1021,2021,3.25,"3- B,S,C","spicey, herbal, ripe, sl. burnt"
1022,2017,3.5,"2- B,S","creamy, fragrant"
1023,2017,3.75,"2- B,S","creamy, simple, strong choco"
1024,2014,3.5,"2- B,S","spice, fatty, mild cocoa"
1025,2014,3.5,"2- B,S","strong fruit, ham, deep cocoa"
1026,2014,4.0,"2- B,S","banana, yogurt, cocoa"
1027,2016,3.5,"2- B,S","vegetal, herbs, raw"
1028,2017,3.75,"3- B,S,C","creamy, black pepper, nut"
1029,2018,3.5,"3- B,S,C","unique flavor, floral-spice mix"
1030,2018,3.75,"3- B,S,C","strong cocoa, orange citrus"
1031,2018,3.0,"3- B,S,C","sweet, metallic"
1032,2018,3.25,"3- B,S,C","woody, grassy, spicy"
1033,2018,3.75,"3- B,S,C","cocoa, savory"
1034,2018,4.0,"3- B,S,C","honey, deep cocoa"
1035,2018,3.0,"3- B,S,C","floral, sticky"
1036,2018,3.5,"3- B,S,C","delicate, balanced"
1037,2018,3.75,"3- B,S,C","black pepper,high astringency"
1038,2018,4.0,"3- B,S,C","banana,dairy, cocoa"
1039,2018,3.25,"3- B,S,C","high acidity, grassy"
1040,2022,3.5,"3- B,S,C","cocoa, roasty, sweet, fruit, spice"
1041,2022,3.5,"3- B,S,C","pungent, sour cherry"
1042,2022,3.75,"3- B,S,C","caramel, cocoa, fruit"
1043,2011,3.25,"3- B,S,C","fatty, leathery, earthy"
1044,2011,3.5,"3- B,S,C","tobacco, woody, wild berry"
1045,2011,3.5,"3- B,S,C","roasty, fatty, woody"
1046,2012,3.25,"3- B,S,C","intense olive, citrus, vegetal"
1047,2012,3.25,"3- B,S,C","spicy, earthy"
1048,2012,3.25,"3- B,S,C","oily, fatty, bold olive"
1049,2012,3.75,"3- B,S,C","oily, gritty, savory"
1050,2013,3.25,"3- B,S,C","oily, burnt black pepper"
1051,2013,3.5,"3- B,S,C",baked bread
1052,2014,3.5,"3- B,S,C","mild fatty, nutty, roasty"
1053,2015,3.0,"3- B,S,C","oily, sweet, dairy, bland"
1054,2015,3.25,"3- B,S,C","oily, spicy, sour"
1055,2011,3.25,"3- B,S,C","cocoa, spicy, sweet"
1056,2011,3.0,"3- B,S,C","fatty, sweet, vanilla"
1057,2012,2.5,"3- B,S,C","oily, tart, chlorine"
1058,2013,3.75,"3- B,S,C","dried fruit, intense"
1059,2013,3.0,"3- B,S,C","sandy,sweet, molasses,floral"
1060,2014,3.75,"3- B,S,C","delicate, hebs, choco"
1061,2014,3.0,"3- B,S,C","acidic, undefined, brownie, off"
1062,2016,3.75,"2- B,S","oily, tropical"
1063,2016,4.0,"2- B,S","oily, dried fruit, leather"
1064,2019,3.75,"2- B,S","balanced, fruit, nut, roasty"
1065,2019,3.5,"2- B,S","black current,bitter,astringent"
1066,2021,3.25,"2- B,S","sl. bitter up front, fatty, intense"
1067,2021,3.75,"4- B,S,C,V","dried fruit, cocoa base, fatty"
1068,2021,3.75,"3- B,S,C","black licorice, tangy"
1069,2018,2.5,"3- B,S,C",cheesy off flavor
1070,2018,3.0,"2- B,S","grainy texture, sour, hammy"
1071,2018,3.0,"2- B,S","accessible, sweet, sandy"
1072,2018,3.5,"3- B,S,C","dried fruit, cocoa"
1073,2014,2.5,"3- B,S,V","gritty, ambiguous"
1074,2015,3.25,"4- B,S,C,L","sandy, sweet, candy tart"
1075,2015,4.0,"4- B,S,C,L",cocoa and coconut
1076,2015,3.5,"4- B,S,C,L","sticky, spice, roasty, earthy"
1077,2015,3.5,"4- B,S,C,L","deep cocoa, fruit, spice"
1078,2015,3.5,"4- B,S,C,L","red fruit, tart, fat, leathery"
1079,2017,3.5,"3- B,S,C","chewy, woody, rustic"
1080,2017,3.5,"3- B,S,C","fatty, creamy, roasty"
1081,2018,2.75,"3- B,S,C","dry, grainy, spicy, roasty"
1082,2019,2.75,"3- B,S,C","earthy, roasty, strong vanilla"
1083,2015,3.0,"2- B,S","mild woody, black licorice"
1084,2016,3.5,"2- B,S","mild strawberry, cocoa"
1085,2016,2.75,"3- B,S,C","sour off flavor, nutty, earthy"
1086,2016,3.25,"3- B,S,C","sweet edge, bright fruit, sour"
1087,2016,3.25,"3- B,S,C","mild molasses, rich, gateway"
1088,2017,3.25,"3- B,S,C","creamy, fig"
1089,2019,2.5,"3- B,S,C","acidic, mildly burnt, metallic"
1090,2019,3.0,"3- B,S,C","floral, rubbery, woody"
1091,2021,3.75,"3- B,S,C","banana, cocoa, late floral"
1092,2018,2.75,"2- B,S","fruit, tart, rubber"
1093,2021,3.0,"2- B,S","sweet, dominate cocoa, spice"
1094,2021,3.25,"2- B,S",spice/herb dominate cocoa base
1095,2021,3.25,"2- B,S","sandy, sweet, earthy,deep cocoa"
1096,2011,3.0,"5- B,S,C,V,L","fatty, vanilla, dairy"
1097,2021,3.5,"3- B,S,C","fruity, cocoa, sweet"
1098,2021,3.5,"3- B,S,C","nutty, spicy, candied orange"
1099,2021,3.5,"3- B,S,C","dried fruit, orange peel, cocoa"
1100,2021,3.5,"3- B,S,C","roasty, sweet, fruity, cocoa"
1101,2006,2.5,"5- B,S,C,V,L","mildly rich, basic, roasty"
1102,2016,3.5,"2- B,S","rich, coffee, cherry"
1103,2019,2.5,"2- B,S","sour grapes, pungent, ashey"
1104,2021,3.0,"3- B,S,C","spicy, vanilla"
1105,2008,2.5,"5- B,S,C,V,L","very sour, grassy, fatty"
1106,2009,2.75,"5- B,S,C,V,L","very sweet, coffee, mild sour"
1107,2010,3.25,"5- B,S,C,V,L","chunky, muted, mild bitter"
1108,2009,3.0,"4- B,S,C,L","sl. sweet, nutty, off note"
1109,2009,3.0,"4- B,S,C,L","hot cocoa, very nutty"
1110,2009,3.0,"4- B,S,C,L","light perfume, mild, sweet"
1111,2009,3.0,"4- B,S,C,L","gritty, roasty, strong coffee"
1112,2009,3.25,"4- B,S,C,L","mild nutty, spicy, brownie"
1113,2018,2.75,"4- B,S,C,L","earthy, chemical or burnt note"
1114,2006,3.0,"5- B,S,C,V,L","creamy, sweet, floral, vanilla"
1115,2006,2.5,"5- B,S,C,V,L","sweet, creamy, vanilla"
1116,2006,3.5,"5- B,S,C,V,L","creamy, sweet, blueberry"
1117,2006,3.5,"5- B,S,C,V,L","creamy, blackberry"
1118,2006,3.5,"5- B,S,C,V,L","sweet, rich cocoa, mild citrus"
1119,2006,3.0,"5- B,S,C,V,L","fatty, cocoa, fruity"
1120,2007,3.5,"5- B,S,C,V,L","creamy,sandy,nutmeg, moss"
1121,2008,3.0,"5- B,S,C,V,L","sweet, vanilla, rich"
1122,2008,3.0,"5- B,S,C,V,L","perfume, vanilla"
1123,2008,3.5,"5- B,S,C,V,L","creamy, nutty"
1124,2009,3.0,"5- B,S,C,V,L","sweet, mild lemon"
1125,2009,3.0,"5- B,S,C,V,L","bitter, fatty, fruit"
1126,2009,3.5,"5- B,S,C,V,L","complex, fruit, nut, raisin"
1127,2010,3.0,"5- B,S,C,V,L","creamy, mild tobacco, ham"
1128,2011,2.75,"5- B,S,C,V,L","dutched?, intense, rich cocoa"
1129,2011,3.25,"5- B,S,C,V,L","sweet, creamy, floral, orange"
1130,2011,3.25,"5- B,S,C,V,L","dry, sticky, brownie"
1131,2013,2.75,"5- B,S,C,V,L","creamy, sl. Burnt, roasty"
1132,2013,2.75,"5- B,S,C,V,L","floral, over roasted, harsh"
1133,2013,3.25,"5- B,S,C,V,L","sweet, vanilla, cocoa"
1134,2013,3.5,"5- B,S,C,V,L","very spicy, roasty"
1135,2015,3.75,"5- B,S,C,V,L","nutty, black licorice"
1136,2014,2.75,"3- B,S,C","smokey, cherries, sour"
1137,2014,2.75,"3- B,S,C","XL nibs, sour, cardboard"
1138,2014,3.25,"3- B,S,C","chalky, berry, cocoa"
1139,2014,3.5,"3- B,S,C","sandy, intense, cherry"
1140,2014,2.75,"3- B,S,C","molasses, sweet, long,cocoa"
1141,2014,3.0,"3- B,S,C","fatty, nutty, earthy"
1142,2014,3.0,"3- B,S,C","sandy, roasted vegetal"
1143,2014,3.25,"3- B,S,C","muted, mild fruit, sweet"
1144,2014,2.0,"3- B,S,C","unrefined, bitter, earthy"
1145,2007,2.5,"4- B,S,C,V","buttery, floral, burnt"
1146,2014,2.75,"4- B,S,C,L","overyly sweet, banana, yogurt"
1147,2014,3.0,"4- B,S,C,L","chewy, fatty, sweet, nutty"
1148,2011,3.0,"3- B,S,C","vanilla, chocolate milk"
1149,2015,3.0,"3- B,S,C","sandy, sweet, dried fruit"
1150,2015,3.5,"3- B,S,C","rich chocolate, sweet edge"
1151,2015,3.5,"3- B,S,C","rich chocolate, sandy texture"
1152,2016,3.25,"3- B,S,C","powdery, rich, coffee, roasty"
1153,2018,3.0,"3- B,S,C","flat, late tart notes"
1154,2019,3.25,"3- B,S,C","sandy, brownie, coconut"
1155,2019,3.0,"3- B,S,C","sandy, sweet, cocoa"
1156,2022,3.25,"2- B,S","deep cocoa, nutty, earthy"
1157,2022,3.5,"2- B,S","fruit, cocoa, lemony"
1158,2022,3.25,"2- B,S","spicy, earthy, grassy, astringent"
1159,2022,2.75,"2- B,S","too sweet, off, rubbery"
1160,2019,3.25,"3- B,S,C","cocoa, fatty, fruit"
1161,2019,3.5,"3- B,S,C","earthy, dirty, dried fruit"
1162,2019,2.75,"3- B,S,C","pungent, chemical"
1163,2021,3.5,"2- B,S","delicate, carame, tang"
1164,2016,2.75,"3- B,S,L","powdery, vanilla, artificial"
1165,2019,2.5,"4- B,S,C,L","rubber, fatty, sandy,grape"
1166,2019,3.0,"4- B,S,C,L","nutty, sweet, fatty, sandy"
1167,2019,2.5,"4- B,S,C,L","sandy, fatty, chemical"
1168,2016,3.25,"3- B,S,C","pungent raisin, metallic"
1169,2016,3.5,"3- B,S,C","mostly earthy, mild dried fruit"
1170,2014,3.5,"3- B,S,C",full flavor spectrum
1171,2014,3.0,"3- B,S,C","woody, earthy, medicinal"
1172,2014,3.75,"3- B,S,C","nutty, butterscotch"
1173,2014,3.75,"3- B,S,C","spicy, intense, fades fast"
1174,2016,3.5,"3- B,S,C","astringent, smoke, cream"
1175,2016,3.5,"3- B,S,C",floral
1176,2016,3.5,"3- B,S,C","strong floral, black licorice"
1177,2016,3.75,"3- B,S,C","creamy, mild nutty & woody"
1178,2016,4.0,"3- B,S,C","dark berry, honey, cream"
1179,2015,2.75,"3- B,S,C","too sweet, spicy, candied"
1180,2015,3.5,"3- B,S,C","sandy, sweet, mild fruit"
1181,2021,2.75,"2- B,S","harsh, earthy, dirty"
1182,2021,3.25,"2- B,S","delicate fruit, black tea"
1183,2015,2.75,"2- B,S*","intense, palm, earthy"
1184,2015,3.0,"2- B,S*","sandy, tart, tangy, palm"
1185,2015,3.0,"2- B,S*","intense, palm, nutty"
1186,2015,3.25,"2- B,S*","floral, palm, sour"
1187,2015,3.25,"2- B,S*","palm, spicy, flour"
1188,2018,2.5,"2- B,S*","harsh flavor, hay"
1189,2018,3.5,"2- B,S*","fruity, tannic, coconut"
1190,2018,2.25,"2- B,S*","light color, sour, pungent"
1191,2018,2.75,"2- B,S*","sour, citrus, molasses"
1192,2018,3.0,"2- B,S*","lemon, late sour & molasses"
1193,2016,2.75,"3- B,S,C","sour, earthy"
1194,2016,2.75,"3- B,S,C","nutty, off notes"
1195,2016,3.25,"3- B,S,C","intense, bitter, coffee"
1196,2016,3.5,"3- B,S,C","mild caramel, honey"
1197,2019,3.25,"3- B,S,C","high acid,sweet,nut,strawberry"
1198,2019,3.5,"3- B,S,C","butterscotch, burnt cinnamon"
1199,2009,2.0,"4- B,S,C,L","perfume, burning"
1200,2009,2.5,"2- B,S","sandy, perfume, nutty"
1201,2009,3.0,"2- B,S","dry, floral, slight musty"
1202,2009,3.25,"4- B,S,C,L","dry, intense floral, spciy"
1203,2009,3.5,"4- B,S,C,L","dry, nutty, sweet"
1204,2009,2.5,"2- B,S","dry, sour, cheesey, off"
1205,2009,2.75,"2- B,S","sandy, red berry, sour"
1206,2009,3.5,"2- B,S","coffee, red berry, tart"
1207,2009,3.75,"2- B,S","red berry, cocoa, mild coffee"
1208,2015,3.5,"4- B,S,C,L","floral, roasty, coffee"
1209,2015,3.5,"4- B,S,C,L","rich cocoa, fatty"
1210,2015,3.5,"4- B,S,C,L","creamy, nutty, tea, fatty"
1211,2015,3.5,"4- B,S,C,L","muted, fatty, nutty"
1212,2016,2.75,"4- B,S,C,L","sour, raw, green"
1213,2014,2.5,"2- B,S*","true to sugar, green, fatty"
1214,2013,4.0,"2- B,S",cardamon
1215,2013,1.75,"3- B,S,C","pastey, bitter, unfixable"
1216,2015,2.75,"2- B,S","smoke, cocoa, fruit, fuel"
1217,2018,2.75,"4- B,S,C,L","dry, woody, dried fruit"
1218,2019,3.0,"4- B,S,C,L","sour raisin, woody, fatty"
1219,2019,3.0,"4- B,S,C,L","fatty, mild bitter, banana"
1220,2008,3.0,"3- B,S,C","grassy, tobacco, intense"
1221,2008,2.5,"3- B,S,C","charred, espresso"
1222,2008,2.75,"4- B,S,C,L","sandy, sweet, mild cocoa"
1223,2008,3.0,"4- B,S,C,L","fungal, mushroom, mild burn"
1224,2010,2.75,"3- B,S,C","spicy, sour, burning"
1225,2010,3.0,"3- B,S,C","earthy, woody, sour mint"
1226,2010,2.75,"4- B,S,C,L","ashey, woody, bright red"
1227,2011,3.0,"4- B,S,C,L","mild bitter, floral"
1228,2011,3.0,"4- B,S,C,L","woody, nutty, short"
1229,2011,3.25,"4- B,S,C,L","sweet, cocoa, grassy"
1230,2012,3.5,"4- B,S,V,L","sweet, red berry, sour"
1231,2013,3.0,"4- B,S,C,L","sandy, vegetal, sour"
1232,2013,3.5,"4- B,S,C,L","tart, fruity, intense"
1233,2013,3.0,"2- B,S","oily, leathery, intense bitter"
1234,2013,3.0,"4- B,S,C,L","nutty, mild coffee"
1235,2013,3.5,"2- B,S","oily, spicy, sl. Burnt"
1236,2013,2.75,"3- B,S,C","spice,cocoa, tolerable bitter"
1237,2013,2.5,1- B,"candy,uncontrolled bitterness"
1238,2013,2.75,"3- B,S,C","trop. Fruit, coffee, bitter"
1239,2013,3.25,"3- B,S,C","fatty, gritty, roasty"
1240,2013,3.75,"3- B,S,C","nutty, coffee, rich"
1241,2014,3.0,"3- B,S,C","intense, cherry, metallic"
1242,2014,3.0,"3- B,S,C","woody, floral, metallic"
1243,2014,3.0,"3- B,S,C","earthy, metallic edge"
1244,2014,3.75,"3- B,S,C","raisins, rich choco"
1245,2014,3.5,"3- B,S,C","spicy, mild fruit, fatty"
1246,2015,3.5,"3- B,S,C","spicy, mild roasty"
1247,2011,3.75,"3- B,S,C","creamy, cocoa, lemon"
1248,2011,3.75,"3- B,S,C","creamy, roasted nuts, fatty"
1249,2011,3.25,"3- B,S,C","creamy, sour, raisin"
1250,2011,3.75,"3- B,S,C","creamy, nutty, cocoa"
1251,2011,4.0,"3- B,S,C","creamy, nutty, delicate fruit"
1252,2011,3.5,"3- B,S,C","creamy, nutty, muted"
1253,2011,4.0,"3- B,S,C","creamy, nutty, fruity"
1254,2011,4.0,"3- B,S,C","peanut, coffee, cocoa, bread"
1255,2011,4.0,"3- B,S,C","creamy, nutty, earthy"
1256,2013,3.75,"3- B,S,C","fatty, rich, berry notes"
1257,2016,2.5,"4- B,S,C,L","sour, sweet, rubber"
1258,2014,3.0,"3- B,S,C","buttery, intense, spice, roasty"
1259,2017,3.25,"3- B,S,C","molasses, roasty"
1260,2012,2.75,"4- B,S*,C,L","very sandy, sweet, spicy"
1261,2012,3.0,"4- B,S*,C,L","sandy, caramel"
1262,2014,3.5,"2- B,S","intense, tart, earthy"
1263,2014,2.25,"2- B,S","off notes, pungent"
1264,2014,3.25,"2- B,S","mild metallic, spice, tea"
1265,2014,3.25,"2- B,S","roasty, nutty, spicy"
1266,2018,2.75,"4- B,S,C,L","woody, meaty, vegetal"
1267,2015,3.5,"2- B,S","intense, cherry, rich, metallic"
1268,2015,2.75,"2- B,S","intense, molasses, fruit"
1269,2006,2.0,"5- B,S,C,V,L","gritty, unrefined, off notes"
1270,2018,3.25,"3- B,S,C","sandy, sweet"
1271,2017,3.5,"3- B,S,C","dairy, nutty, butterscotch"
1272,2017,3.0,"4- B,S,C,L","candy like, sweet, dairy"
1273,2017,3.0,"4- B,S,C,L","floral, tobacco, candied"
1274,2017,3.5,"4- B,S,C,L","sweet, fruity, vanilla"
1275,2017,3.5,"4- B,S,C,L","floral, bourbon, salt"
1276,2017,3.5,"5- B,S,C,V,L","vanilla, gateway"
1277,2017,3.75,"4- B,S,C,L","full bodied, floral"
1278,2018,3.0,"4- B,S,C,L","gritty, coffee, sweet, hammy"
1279,2018,3.25,"4- B,S,C,L","complex, bold, gritty"
1280,2018,3.25,"4- B,S,C,L","bold, spice, sour fruit, gritty"
1281,2015,2.75,"2- B,S","off note, vanilla, basic cocoa"
1282,2020,2.75,"3- B,S,C","harsh, burnt nuts, powdery"
1283,2018,3.5,"3- B,S,C","nutty, cocoa, sour veggie"
1284,2018,3.0,"3- B,S,C","floral, earthy, grassy"
1285,2018,3.5,"3- B,S,C","herbal, tea-like"
1286,2018,3.75,"3- B,S,C",brownie
1287,2013,3.5,"5- B,S,C,V,L","raisins, prunes"
1288,2013,3.0,"5- B,S,C,V,L","nutty, sour milk, off note"
1289,2013,3.25,"5- B,S,C,V,L","very sweet, basic cocoa"
1290,2013,3.25,"5- B,S,C,V,L","candy-like, peanut butter"
1291,2020,3.75,"4- B,S,C,L","rich cocoa, dried fruit, roasty"
1292,2020,3.75,"3- B,S,C","light color, nutty, caramel"
1293,2020,3.75,"4- B,S,C,L","banana, fall spices, earthy"
1294,2022,3.25,"3- B,S,C","dried fruit, bitter, rubbery"
1295,2019,3.5,"3- B,S,C","creamy, balanced, fig, cocoa"
1296,2019,3.0,"3- B,S,C","sandy, sweet, acidic"
1297,2019,3.75,"4- B,S,C,L","creamy, floral, dried fruit"
1298,2019,3.0,"4- B,S,C,L","creamy, black tea, vegetal"
1299,2019,3.75,"4- B,S,C,L","creamy, distinct, dried fruit"
1300,2022,3.5,"4- B,S,C,L","floral, woody, cocoa, creamy"
1301,2022,4.0,"4- B,S,C,L",cocoa with hint of melon
1302,2022,3.5,"4- B,S,C,L","honey, molasses, cream, woody"
1303,2019,3.25,"3- B,S,C","base cocoa, fruit, fatty"
1304,2019,3.0,"3- B,S,C","spicy, tobacco"
1305,2019,3.0,"3- B,S,C","muted, grapes, astringent"
1306,2009,3.75,"3- B,S,C","cocoa, strong distinct spice"
1307,2012,2.5,"3- B,S,C","chewy, vanilla, metallic"
1308,2008,3.0,"4- B,S,C,V","creamy, mild marshmallow"
1309,2008,3.5,"4- B,S,C,V","intense, mint, marshmallow"
1310,2008,2.75,"4- B,S,C,V","sweet, vanilla, coffee"
1311,2008,2.5,"4- B,S,C,V","crumbly, vanilla, bitter"
1312,2008,2.75,"4- B,S,C,V","creamy, nutty, bitter, flat"
1313,2008,3.0,"4- B,S,C,V","spicy, mild bitter"
1314,2008,2.5,"4- B,S,C,V","grassy, earthy, coffee"
1315,2008,3.0,"4- B,S,C,V","fruity,floral,cooling sensation"
1316,2009,2.75,"3- B,S,C",mild bitter and chemical off
1317,2009,2.75,"3- B,S,C","spicy, floral, bitter"
1318,2021,3.25,"3- B,S,C","licorice, melon"
1319,2021,3.5,"3- B,S,C","plum, molasses"
1320,2013,3.75,"3- B,S,C","fatty, dark berry, grassy"
1321,2009,2.0,"5- B,S,C,V,L","sweet, vanilla domintates, nut"
1322,2020,3.25,"3- B,S,C","poor finish, cocoa, grassy"
1323,2014,3.0,"2- B,S","gritty, overly sweet, citrus"
1324,2017,3.0,"2- B,S","gritty, sour, berries"
1325,2017,3.0,"2- B,S","sticky, molasses, sour"
1326,2017,3.25,"2- B,S","medium roast, nutty"
1327,2018,3.75,"2- B,S","intense, high acidity"
1328,2018,3.0,"2- B,S","roasty, nutty"
1329,2018,3.25,"2- B,S","nuts, dried fruit, grassy"
1330,2019,3.25,"2- B,S","astringent, smomkey cocoa"
1331,2019,3.0,"2- B,S","light color,"
1332,2014,2.5,"2- B,S","intense, pungent, tangy"
1333,2014,2.75,"3- B,S,C","nutty, pungent, sour"
1334,2014,3.0,"3- B,S,C","nutty, sour milk"
1335,2014,3.25,"3- B,S,C","strawberry, intense, sour"
1336,2014,3.25,"2- B,S","intense, spicy, pungent"
1337,2014,3.25,"3- B,S,C","spicy, molasses, earthy"
1338,2014,3.25,"3- B,S,C","earthy, fatty, tea"
1339,2016,3.25,"4- B,S,C,L","spicy, vanilla, dairy"
